"","Eli_repA_tech1.sorted.bam","Eli_repB_tech1.2.sorted.bam","Eli_repC_tech1.sorted.bam","Elizabeth_repA_tech1.sorted.bam","Elizabeth_repB_tech1.2.sorted.bam","Elizabeth_repC_tech1.sorted.bam","Eric_repA_tech1.sorted.bam","Eric_repB_tech1.2.sorted.bam","Eric_repC_tech1.sorted.bam","Ethan_repA_tech1.sorted.bam","Ethan_repB_tech1.2.sorted.bam","Ethan_repC_tech1.sorted.bam"
"NM_016139",2337,5658,4661,1705,5370,894,2321,3196,720,3378,4698,1822
"NM_016140",0,0,0,0,1,0,0,0,0,0,0,0
"NM_016141",486,410,1113,530,639,197,555,335,187,616,595,476
"NM_016142",1127,852,3153,1314,1162,213,1470,812,613,1486,1099,1246
"NM_016146",283,772,466,313,941,146,327,338,121,507,983,386
"NM_016148",1,1,7,0,0,2,1,0,1,4,0,0
"NM_016154",195,219,532,170,277,104,219,122,102,350,220,211
"NM_016155",9,17,24,4,10,2,3,2,0,16,4,8
"NM_016156",707,630,1739,883,693,167,814,399,355,1002,700,685
"NM_016161",0,0,0,1,1,1,0,0,0,0,1,0
"NM_016166",1681,972,4764,2613,1598,498,2731,1039,1457,2463,1196,2012
"NM_016167",594,618,1295,512,609,151,633,371,214,791,667,475
"NM_016169",150,107,380,129,72,88,144,76,83,178,98,172
"NM_016172",286,604,580,266,616,133,241,335,100,385,700,318
"NM_016173",537,685,1417,437,616,236,449,459,317,605,635,525
"NM_016174",26,22,74,16,35,26,70,67,71,40,54,65
"NM_016175",220,152,449,137,131,73,163,143,125,189,148,189
"NM_016176",609,1355,1598,503,1089,237,527,794,313,863,1199,543
"NM_016183",427,912,646,278,817,150,401,474,110,520,884,380
"NM_016184",91,36,106,63,117,16,58,15,33,57,47,44
"NM_016188",0,2,0,2,1,0,0,0,0,0,0,0
"NM_016190",0,0,0,0,0,0,0,0,0,0,0,0
"NM_016194",186,139,376,269,318,102,257,130,114,331,279,286
"NM_016199",392,823,771,265,1035,168,344,614,155,433,982,255
"NM_016200",691,694,1871,996,937,180,953,618,561,958,848,908
"NM_016203",110,52,252,84,54,33,97,34,26,135,71,78
"NM_016204",0,0,0,0,0,0,0,0,0,0,0,0
"NM_016207",888,1247,1573,859,1466,245,951,760,311,1109,1341,807
"NM_016209",158,349,519,136,367,56,135,190,59,218,315,188
"NM_016213",389,222,636,286,251,139,326,118,112,443,222,306
"NM_016216",227,227,418,190,222,57,278,135,84,263,217,191
"NM_016217",166,143,444,109,78,13,415,198,182,270,153,199
"NM_016218",1236,627,4181,2088,990,237,1674,640,1199,1494,972,1875
"NM_016219",484,1031,1253,344,984,240,537,745,287,517,945,388
"NM_016221",1080,838,2153,1052,1018,266,1274,593,515,1336,927,981
"NM_016224",742,726,1274,144,140,43,928,466,406,1488,910,563
"NM_016226",573,313,1144,597,547,200,734,271,289,677,493,592
"NM_016227",562,506,2287,804,630,129,984,495,538,809,646,801
"NM_016230",612,611,1321,642,778,119,794,537,298,890,767,577
"NM_016231",510,463,1098,454,611,155,568,395,283,671,537,535
"NM_016232",0,0,0,0,0,0,0,0,0,0,0,0
"NM_016235",3,4,6,0,0,0,0,0,0,4,1,1
"NM_016238",716,784,1323,617,859,302,700,497,234,744,737,572
"NM_016239",39,20,87,13,22,10,44,47,37,23,32,56
"NM_016240",0,0,6,0,2,1,0,0,0,0,1,0
"NM_016242",0,0,0,0,0,0,0,0,1,1,0,0
"NM_016243",193,280,446,128,284,79,198,194,98,269,302,166
"NM_016245",279,264,728,263,433,80,466,403,232,361,503,396
"NM_016246",31,78,173,40,42,22,41,33,40,37,52,69
"NM_016247",66,27,82,68,72,6,62,45,21,66,51,36
"NM_016248",2775,2468,9738,5146,4328,795,4345,2108,2138,3722,3151,4488
"NM_016250",0,0,1,0,1,0,0,0,0,0,0,0
"NM_016252",8012,9308,19583,10477,11626,1661,10269,6554,4803,9981,9473,8322
"NM_016255",328,280,1012,338,307,64,471,247,295,411,280,376
"NM_016256",94,146,171,53,165,33,91,104,24,98,179,56
"NM_016262",170,195,472,143,164,38,172,126,96,200,175,160
"NM_016263",426,831,1154,307,786,182,344,475,230,532,718,498
"NM_016265",690,784,3144,1045,722,156,1288,696,796,899,898,1155
"NM_016269",198,154,529,89,56,26,304,102,164,201,107,247
"NM_016270",73,71,157,62,89,38,136,95,71,103,110,177
"NM_016271",921,829,1918,985,1139,194,1123,656,456,1427,1252,1009
"NM_016272",819,603,1779,679,557,352,692,367,391,1138,553,704
"NM_016275",1349,1352,2828,1240,1559,295,1578,953,536,1937,1777,1285
"NM_016279",0,0,0,0,0,0,0,0,0,0,1,0
"NM_016281",1171,978,3170,1182,971,224,1173,695,537,1521,1273,1243
"NM_016287",2740,1875,5501,2511,2170,953,2939,1441,1344,3589,2139,2585
"NM_016289",1822,2122,4238,2392,2869,494,2427,1704,1060,2692,2465,2051
"NM_016292",1793,2953,3097,1299,2819,757,1577,2221,736,2248,3109,1996
"NM_016297",280,217,906,436,303,141,374,133,185,301,265,346
"NM_016298",0,6,0,0,10,0,0,6,1,0,5,2
"NM_016299",273,235,675,294,379,91,348,224,143,370,423,297
"NM_016302",337,438,1082,448,553,93,479,414,254,394,499,425
"NM_016304",1490,1539,5242,1775,1983,410,2693,1849,1138,2367,2404,1886
"NM_016305",370,276,853,265,327,101,346,212,142,473,360,297
"NM_016306",537,683,898,378,706,160,501,405,141,791,827,385
"NM_016307",1,0,3,5,0,6,0,0,5,0,0,1
"NM_016309",412,665,807,298,502,116,443,289,167,414,408,312
"NM_016310",277,271,406,242,344,108,219,217,87,385,415,276
"NM_016312",1721,1020,3579,1778,837,705,2025,601,916,2650,902,1596
"NM_016321",0,0,0,0,0,0,0,0,0,0,0,0
"NM_016322",1718,999,3290,1618,1087,469,1852,657,750,2162,1050,1540
"NM_016323",987,1397,2476,465,692,94,447,342,132,1595,1712,829
"NM_016327",173,277,513,404,534,145,182,103,55,388,424,226
"NM_016328",69,78,252,116,128,87,122,74,101,100,96,158
"NM_016329",261,263,464,324,526,90,342,283,141,242,266,250
"NM_016331",587,554,1382,562,753,159,830,535,316,707,664,562
"NM_016332",274,420,488,179,318,96,161,140,64,402,371,207
"NM_016333",15847,2676,32586,12687,1855,6541,14634,1231,8619,17540,1361,12902
"NM_016338",656,477,1207,730,706,105,760,415,322,828,741,611
"NM_016339",65,47,159,32,40,28,73,12,27,63,36,58
"NM_016341",4,2,21,0,0,0,1,2,0,2,1,3
"NM_016343",659,784,4097,1206,1360,368,1126,1131,930,832,1789,2418
"NM_016346",0,0,0,0,0,0,0,0,0,0,0,0
"NM_016353",218,214,375,237,340,52,255,208,95,227,222,219
"NM_016354",225,321,469,153,286,124,266,264,176,217,336,263
"NM_016359",1588,2063,3384,1157,2264,485,1931,1660,753,1806,2214,1791
"NM_016360",163,506,355,146,419,68,176,229,80,229,435,145
"NM_016364",1,2,4,0,0,0,0,0,0,1,0,2
"NM_016366",0,0,2,0,0,2,0,0,0,0,0,0
"NM_016377",52,35,105,1,8,1,17,15,16,40,31,41
"NM_016382",74,93,184,34,23,17,31,18,19,68,63,33
"NM_016388",0,1,2,2,2,0,0,3,2,17,22,12
"NM_016390",336,771,758,264,700,173,317,415,132,415,677,340
"NM_016395",659,544,1184,575,692,238,727,475,313,865,835,695
"NM_016396",1284,1142,3549,1871,1615,303,2008,1339,1039,1844,1668,1825
"NM_016403",492,479,1246,469,468,124,553,359,279,737,701,478
"NM_016406",843,1289,1632,710,1259,323,803,705,258,1088,1290,627
"NM_016410",1184,1215,3090,1013,1506,288,1341,980,425,1821,2312,1411
"NM_016417",303,416,472,180,505,120,240,306,103,370,416,237
"NM_016418",1018,1254,1899,592,1142,404,904,574,410,1194,1069,761
"NM_016422",279,285,671,184,163,31,163,148,101,243,201,229
"NM_016426",491,309,786,265,298,206,476,181,159,543,275,436
"NM_016427",0,2,7,0,0,0,0,0,0,0,0,0
"NM_016429",33,62,33,10,24,3,32,21,5,20,17,14
"NM_016433",265,298,518,175,284,102,267,196,90,410,256,248
"NM_016436",1600,1107,3228,1491,1283,545,1712,864,731,1895,1265,1496
"NM_016437",308,243,782,184,317,127,309,191,197,355,256,331
"NM_016440",533,763,1156,336,631,167,435,375,216,643,675,406
"NM_016441",449,416,906,105,69,21,270,225,162,291,203,274
"NM_016445",0,1,3,0,0,0,0,3,0,0,1,0
"NM_016446",172,118,446,107,65,66,107,45,99,191,76,170
"NM_016448",926,910,1361,897,1075,234,1058,734,327,1200,1090,942
"NM_016449",4,0,10,0,1,1,2,2,1,4,0,1
"NM_016452",0,1,0,1,0,0,0,1,0,0,0,0
"NM_016453",634,712,1360,430,535,179,617,446,360,783,512,627
"NM_016454",319,507,596,220,428,137,410,307,133,429,506,330
"NM_016458",169,385,335,89,330,75,147,291,96,234,413,208
"NM_016466",112,152,206,67,172,44,110,123,44,112,132,78
"NM_016470",437,745,1172,528,901,223,642,506,352,590,645,482
"NM_016472",268,334,687,280,527,64,295,292,118,383,551,293
"NM_016474",388,295,998,456,332,101,474,230,255,543,293,334
"NM_016475",324,233,665,326,308,74,454,255,123,371,352,273
"NM_016478",254,416,440,190,429,107,179,216,109,310,402,241
"NM_016480",893,932,2598,1006,1108,308,1181,773,506,1305,1191,1068
"NM_016481",130,176,186,96,177,43,112,101,43,108,164,75
"NM_016485",629,418,1621,682,681,157,705,451,310,944,647,784
"NM_016486",738,622,1329,620,612,215,695,334,280,866,505,588
"NM_016487",77,96,200,66,93,29,123,55,38,134,94,71
"NM_016490",0,0,0,0,0,0,0,0,0,0,0,0
"NM_016491",1033,1754,2061,816,1624,429,977,974,448,1309,1708,987
"NM_016504",191,339,437,143,478,67,181,229,67,229,484,129
"NM_016507",2696,1596,4928,2290,1390,772,2788,808,1148,3212,1458,2025
"NM_016508",52,24,130,32,24,9,113,16,36,65,16,76
"NM_016513",289,139,580,271,163,62,396,140,134,338,199,251
"NM_016518",23,36,56,28,10,14,13,9,11,29,19,36
"NM_016519",0,0,4,1,0,2,1,0,4,1,0,0
"NM_016520",334,290,598,235,280,88,329,180,94,334,303,221
"NM_016524",43,68,138,15,24,7,32,31,17,56,48,35
"NM_016526",960,933,2311,562,609,283,972,546,474,1288,595,764
"NM_016527",0,0,0,0,0,0,0,0,0,0,0,0
"NM_016529",4,0,2,3,0,1,2,2,0,1,3,2
"NM_016530",3185,3500,7486,4564,5656,539,4246,3107,1615,4545,4492,3330
"NM_016531",1491,932,2845,817,590,219,1053,421,559,1734,767,751
"NM_016533",32,93,78,27,56,10,20,42,13,64,143,72
"NM_016538",209,443,441,145,366,89,144,228,88,261,391,188
"NM_016540",1,0,8,1,1,0,0,1,2,5,0,2
"NM_016544",136,115,349,134,131,31,181,57,82,222,91,147
"NM_016545",2074,3428,4394,1722,3242,828,1484,1442,610,2805,3238,1876
"NM_016547",617,1383,1624,518,1121,244,546,813,320,897,1242,574
"NM_016548",279,254,618,85,103,52,246,177,116,114,115,145
"NM_016551",1141,955,2131,1388,1277,370,1108,627,546,2632,1989,1344
"NM_016557",1,0,4,0,0,0,1,0,1,1,3,11
"NM_016565",439,728,831,324,709,156,425,403,177,603,800,377
"NM_016570",542,497,1925,648,652,141,709,531,442,750,857,901
"NM_016571",4,7,46,2,0,0,0,4,0,35,37,38
"NM_016574",0,0,0,2,1,0,0,0,0,1,0,0
"NM_016577",8,8,12,4,2,4,19,4,5,5,2,13
"NM_016578",650,652,3406,1074,844,250,1068,630,773,903,938,1383
"NM_016579",163,349,391,144,407,79,173,263,71,268,370,195
"NM_016580",1,2,1,0,1,0,0,1,1,2,0,1
"NM_016581",262,754,669,116,629,98,203,488,123,288,617,275
"NM_016583",0,0,0,0,0,0,0,0,0,0,0,0
"NM_016589",424,719,800,346,922,129,496,539,234,553,1026,443
"NM_016592",5921,4536,13026,5037,4746,3044,6613,2569,2846,8522,3480,5465
"NM_016594",228,257,359,114,127,65,266,115,75,332,167,174
"NM_016599",0,1,0,0,0,0,0,0,0,0,0,0
"NM_016603",1470,953,3584,1503,1218,321,1696,790,796,1505,1102,1293
"NM_016604",2385,1717,4361,1944,1743,945,2229,894,990,2666,1354,1891
"NM_016614",527,337,1076,554,452,136,567,248,215,661,441,518
"NM_016615",2,0,1,2,0,0,0,0,1,2,1,0
"NM_016616",39,19,59,39,37,18,35,3,10,79,39,47
"NM_016618",220,257,667,295,322,70,476,240,144,338,336,426
"NM_016619",2599,1459,3207,978,1078,169,785,258,106,1404,708,418
"NM_016622",445,428,819,430,490,104,411,333,132,508,666,421
"NM_016626",792,885,1773,812,924,252,872,666,461,1098,849,758
"NM_016627",844,837,2125,607,647,238,710,527,382,1047,849,824
"NM_016630",1074,1380,2207,1096,1320,351,1109,772,476,1509,1223,1038
"NM_016640",608,651,1335,546,650,161,583,521,317,778,736,515
"NM_016642",7,4,13,2,5,1,2,2,2,4,13,4
"NM_016643",19,95,77,26,86,9,20,69,17,39,64,26
"NM_016644",0,0,0,0,0,0,0,0,0,0,0,0
"NM_016647",133,397,328,99,416,45,109,290,61,150,307,115
"NM_016654",380,465,1053,373,596,105,471,353,141,421,534,366
"NM_016657",5,13,22,2,1,0,0,7,5,13,6,7
"NM_016725",0,0,2,0,0,0,0,0,0,0,0,0
"NM_016732",1809,2652,3710,1172,2838,808,1545,1764,824,2073,2452,1573
"NM_016815",526,1509,1494,545,1525,248,599,943,292,756,1131,505
"NM_016836",2,2,8,3,0,0,3,2,0,5,2,5
"NM_016848",1,2,2,0,0,0,0,2,3,3,0,0
"NM_016932",1,0,0,1,0,0,0,0,0,1,0,1
"NM_016938",55,53,188,51,36,41,55,38,34,72,32,107
"NM_016940",211,209,352,199,234,87,225,153,52,463,386,253
"NM_016941",2,5,6,1,8,9,17,6,11,4,6,6
"NM_016946",2469,2866,4946,2617,3473,1115,1661,1103,649,3704,3181,1857
"NM_016951",75,114,144,29,77,32,164,105,35,85,138,162
"NM_016952",1,5,4,11,7,6,17,9,17,6,10,6
"NM_016953",2,1,11,2,3,1,0,1,0,1,4,3
"NM_016955",399,460,1120,501,596,67,515,393,280,545,613,478
"NM_017409",1,0,1,0,0,0,0,0,0,0,0,1
"NM_017410",0,2,0,0,0,0,0,0,0,0,0,0
"NM_017412",951,646,2218,1042,689,124,1127,418,388,823,573,705
"NM_017414",1362,1994,2307,699,1871,312,711,697,175,2333,3045,1151
"NM_017415",670,407,1288,505,431,118,565,279,267,699,398,414
"NM_017417",5,1,6,0,0,1,8,1,4,1,3,1
"NM_017420",24,6,42,13,2,17,12,5,29,35,10,34
"NM_017421",116,112,237,93,189,30,108,68,46,150,193,102
"NM_017423",746,435,1570,891,611,113,774,287,250,1139,783,691
"NM_017425",30,41,30,19,39,8,51,24,8,34,65,34
"NM_017426",619,735,1597,607,912,166,742,655,402,661,1054,715
"NM_017429",9,10,8,1,6,1,0,0,0,6,6,2
"NM_017431",1,0,0,0,0,0,0,0,2,0,0,0
"NM_017436",165,274,424,162,164,39,145,80,66,194,163,213
"NM_017438",197,174,350,202,155,70,204,93,77,275,199,245
"NM_017442",289,129,541,89,53,70,139,33,54,350,76,227
"NM_017444",439,272,711,353,270,144,542,213,207,523,205,465
"NM_017448",0,0,0,4,2,0,3,7,1,0,1,0
"NM_017449",4,0,3,2,3,3,1,3,0,9,12,5
"NM_017450",13,26,60,0,9,1,8,16,3,9,5,6
"NM_017457",319,515,829,190,510,141,255,374,142,441,524,360
"NM_017458",1288,2952,2991,1124,3331,549,989,1214,412,1899,3225,1116
"NM_017460",3,2,6,2,8,0,0,0,0,2,11,0
"NM_017491",3186,5594,4714,3017,7714,1601,2970,3116,977,4852,6279,3078
"NM_017503",65,150,112,49,151,30,29,87,20,74,153,50
"NM_017510",1026,2215,2363,617,1280,358,1055,1150,458,1672,2028,978
"NM_017515",580,563,974,421,535,198,570,311,197,712,578,522
"NM_017516",92,69,134,74,98,20,91,49,13,82,70,102
"NM_017520",828,518,3221,1012,685,252,1423,575,742,1081,747,1208
"NM_017521",1,0,1,0,0,0,0,0,1,0,0,1
"NM_017525",15,23,39,8,30,13,13,13,5,11,16,9
"NM_017533",0,0,1,1,0,0,0,2,0,0,1,0
"NM_017534",2,0,8,6,0,1,0,1,3,5,0,2
"NM_017539",2,3,1,0,6,1,4,7,1,0,5,1
"NM_017541",34,25,76,48,24,6,25,19,24,41,17,40
"NM_017542",964,1001,1584,918,1261,352,902,674,430,1200,1128,936
"NM_017545",0,0,0,0,0,0,0,0,0,0,0,0
"NM_017546",977,908,1574,732,732,294,895,407,320,1258,755,762
"NM_017548",3332,4332,6455,3268,5420,1298,4262,3051,1457,4812,4400,2619
"NM_017549",27,49,79,5,2,0,0,0,0,20,12,4
"NM_017551",25,23,52,5,9,2,15,12,9,16,4,6
"NM_017552",1748,1347,3537,2256,2060,360,1996,1015,767,2108,1554,1551
"NM_017553",1067,802,1488,808,971,398,955,495,431,1142,776,804
"NM_017554",8662,8134,25412,9965,9365,1771,10483,5051,4353,8590,7072,9136
"NM_017559",0,2,2,0,0,1,0,0,1,0,0,1
"NM_017561",1,1,6,2,0,1,0,0,0,5,3,1
"NM_017564",3,1,5,4,5,0,5,3,0,3,3,8
"NM_017565",0,1,1,0,0,0,0,0,1,3,0,0
"NM_017569",836,611,1838,943,837,213,1087,470,485,1141,787,864
"NM_017570",13,45,43,5,41,11,18,33,7,30,67,55
"NM_017572",6054,13654,17493,4518,10052,2163,3651,4474,1717,11904,9969,4932
"NM_017573",9,26,22,10,12,4,27,17,20,21,19,18
"NM_017575",1216,683,2360,1174,832,582,1267,429,580,1514,701,1142
"NM_017577",17,7,56,30,28,4,50,8,14,28,23,25
"NM_017578",0,1,0,0,0,0,0,0,0,0,0,0
"NM_017580",928,1165,2322,944,1241,317,1088,912,600,1197,1584,929
"NM_017581",0,2,0,2,3,0,0,0,0,0,0,0
"NM_017582",1043,1544,1953,826,1123,447,820,696,400,1310,1148,770
"NM_017583",2280,1342,3953,2092,1308,646,2002,753,763,2948,1385,1635
"NM_017584",1,0,2,0,1,1,0,3,0,7,16,3
"NM_017585",512,955,953,554,1471,337,381,566,218,550,979,496
"NM_017588",583,813,1247,464,700,204,531,432,282,763,659,579
"NM_017589",0,0,0,0,0,0,0,0,0,0,1,1
"NM_017590",1257,1494,2299,983,1610,578,935,789,460,1612,1440,1135
"NM_017593",350,255,734,207,220,22,163,99,76,395,209,195
"NM_017594",0,6,9,1,2,0,0,1,1,7,15,5
"NM_017607",604,760,1319,381,656,220,405,437,188,555,558,416
"NM_017611",3059,3197,5220,2753,2928,1267,2587,1343,916,4067,2460,2619
"NM_017613",287,361,798,423,389,146,438,236,192,705,693,777
"NM_017614",0,0,0,1,0,0,1,0,0,0,1,0
"NM_017617",971,754,1791,1273,941,468,577,433,351,1633,810,924
"NM_017619",526,222,1685,649,190,124,687,165,431,607,196,605
"NM_017620",3766,2915,6810,2675,3154,1697,3485,1855,1565,4741,2980,3279
"NM_017621",92,260,215,75,249,40,111,143,47,130,263,89
"NM_017625",0,0,0,0,0,0,0,0,0,0,0,1
"NM_017628",1692,1382,6524,2478,1479,423,2168,1026,1425,2243,1616,2317
"NM_017631",1018,1610,3794,484,920,72,751,553,148,1059,1745,1033
"NM_017632",294,341,641,312,396,82,288,265,156,336,388,287
"NM_017633",76,66,182,13,26,5,63,24,26,127,81,109
"NM_017634",432,299,1240,644,437,107,781,259,365,634,367,576
"NM_017636",1,1,1,0,0,0,0,1,1,3,0,0
"NM_017638",353,715,605,186,700,140,372,507,121,352,730,231
"NM_017643",725,573,1627,731,624,180,1050,417,570,774,499,659
"NM_017646",629,564,1008,482,671,164,747,448,257,571,474,404
"NM_017647",777,1342,1316,542,1114,263,662,685,235,912,1154,530
"NM_017650",1,0,2,50,95,29,11,4,5,16,21,28
"NM_017651",356,248,1805,320,209,51,705,381,506,359,295,557
"NM_017654",398,335,2067,474,686,161,453,360,202,601,1141,1036
"NM_017658",608,522,2024,869,533,87,799,440,444,953,605,642
"NM_017661",297,243,1074,422,372,116,439,292,256,404,434,466
"NM_017662",1,1,1,1,2,1,2,4,1,1,3,1
"NM_017664",1038,1148,2465,1012,1176,226,1251,831,549,1312,1016,958
"NM_017671",0,1,0,0,0,0,0,2,0,0,1,3
"NM_017675",1,0,1,1,0,0,0,4,1,0,0,0
"NM_017678",0,0,0,0,0,0,0,0,0,0,0,0
"NM_017680",0,0,0,0,0,0,0,0,0,0,0,0
"NM_017682",1,2,4,0,0,0,0,0,0,2,0,2
"NM_017684",5027,6489,20967,7966,8305,1214,6900,6060,4098,6933,8857,8358
"NM_017686",575,471,1458,768,565,108,859,326,353,774,494,606
"NM_017694",717,514,1610,693,676,227,866,353,333,974,587,867
"NM_017696",305,192,508,238,191,65,291,140,138,414,214,248
"NM_017697",2,0,5,1,1,0,3,2,0,1,1,1
"NM_017700",3,0,30,6,0,12,4,0,12,18,0,7
"NM_017704",231,182,886,336,230,72,442,172,218,365,265,403
"NM_017705",1,0,1,0,1,0,1,0,0,2,0,0
"NM_017706",370,578,898,283,550,182,401,359,202,516,587,384
"NM_017708",3,5,11,6,4,2,10,6,3,4,8,3
"NM_017709",263,192,168,42,89,23,313,112,36,438,386,162
"NM_017714",309,330,619,245,417,67,316,255,129,345,393,304
"NM_017715",100,146,282,87,154,55,101,95,48,114,133,83
"NM_017721",305,292,849,230,215,118,316,176,182,344,264,351
"NM_017723",386,643,850,219,551,135,240,354,192,341,461,258
"NM_017727",1356,977,2608,778,720,481,1260,581,600,1524,674,995
"NM_017728",227,157,347,127,152,74,160,72,102,239,149,214
"NM_017730",1268,1257,2507,966,1136,543,1367,723,636,1535,992,1074
"NM_017734",0,0,8,1,0,0,0,0,0,0,0,0
"NM_017736",524,711,1854,814,861,113,892,533,381,822,956,737
"NM_017737",3,4,8,3,0,1,11,2,1,6,5,9
"NM_017742",588,456,1831,519,398,112,661,346,426,834,467,792
"NM_017744",115,113,209,119,150,37,160,100,60,173,203,148
"NM_017746",922,1119,1875,917,1231,266,1004,826,471,1133,1233,838
"NM_017747",3036,2338,7353,3252,2618,960,4049,1733,1641,3954,2436,3254
"NM_017749",1009,1338,1953,803,1442,467,744,684,457,1216,1276,826
"NM_017750",315,413,615,269,608,148,291,310,156,489,538,427
"NM_017754",1356,804,2281,1059,867,472,1297,468,648,1407,711,999
"NM_017755",1772,1582,2782,1524,1766,671,1670,952,602,2073,1509,1171
"NM_017758",2118,3913,5034,1474,3044,821,1965,2696,1106,2802,2951,1945
"NM_017760",1259,893,1691,884,976,298,1491,610,438,1473,878,993
"NM_017761",1830,1864,4734,2392,2904,492,2197,1603,930,2574,2531,1977
"NM_017762",549,372,1100,560,442,146,666,284,237,645,343,501
"NM_017763",39,30,68,49,42,14,52,24,25,59,29,76
"NM_017768",494,457,1362,607,675,104,654,465,329,596,719,667
"NM_017770",0,0,0,0,0,0,1,0,0,0,0,1
"NM_017772",601,542,1263,465,524,259,534,281,273,638,355,432
"NM_017774",638,785,1238,657,892,195,729,603,277,799,950,580
"NM_017778",1424,850,3958,1573,899,301,2035,608,979,1692,748,1527
"NM_017780",2149,1301,4260,2247,1658,681,2383,758,996,2224,995,1956
"NM_017781",2,0,1,1,0,0,0,0,0,1,0,1
"NM_017789",447,742,1169,383,671,205,311,334,206,595,619,428
"NM_017790",248,250,452,170,149,68,265,196,123,265,227,219
"NM_017791",140,165,226,162,210,69,109,90,28,192,185,111
"NM_017794",1831,2309,2950,1648,2098,464,1716,1432,724,2417,2810,1619
"NM_017797",700,1103,2034,402,670,275,521,574,389,728,661,551
"NM_017798",841,653,1880,659,637,357,776,414,372,1180,650,681
"NM_017799",408,268,838,414,315,74,421,278,212,525,389,368
"NM_017801",1284,966,2091,1696,1825,418,1985,1026,622,2170,2039,1902
"NM_017802",421,371,689,273,310,189,388,232,156,522,250,400
"NM_017805",0,0,2,0,0,0,0,0,1,0,0,0
"NM_017807",395,503,621,347,613,144,401,298,144,438,506,327
"NM_017811",2224,1472,4859,1762,1025,835,2053,591,1005,2691,931,1602
"NM_017812",868,1328,1448,697,1649,335,896,782,262,1061,1231,674
"NM_017813",1143,656,1715,1197,845,191,1431,513,445,1583,757,880
"NM_017816",218,270,560,234,328,59,263,201,101,321,364,316
"NM_017817",111,313,270,45,232,27,126,215,64,115,222,132
"NM_017818",231,415,412,128,286,92,124,162,83,276,326,165
"NM_017819",203,275,780,301,461,97,354,311,209,396,560,384
"NM_017820",65,134,156,37,37,8,92,60,52,41,58,64
"NM_017821",1,0,0,0,0,0,0,0,0,0,2,1
"NM_017822",507,545,786,374,678,201,498,507,214,564,716,408
"NM_017824",334,178,673,393,225,142,310,145,161,500,203,330
"NM_017825",365,1031,995,254,922,134,330,685,134,460,1077,366
"NM_017829",343,803,643,252,608,140,338,500,178,386,699,333
"NM_017831",85,40,164,56,61,36,145,64,74,120,71,146
"NM_017832",104,53,374,126,72,22,148,30,67,151,59,111
"NM_017837",296,395,631,251,450,127,239,172,84,327,352,211
"NM_017838",638,1615,1215,464,1585,266,541,799,203,871,1333,590
"NM_017839",0,0,0,0,0,0,0,0,0,0,1,0
"NM_017840",467,571,720,349,523,154,372,288,120,591,541,348
"NM_017841",429,642,801,350,674,163,361,366,179,531,755,344
"NM_017842",37,63,134,32,24,8,70,14,23,84,36,80
"NM_017847",344,344,1120,503,480,89,472,371,286,508,536,520
"NM_017849",715,759,1546,605,679,288,614,341,278,902,648,672
"NM_017855",0,0,0,0,0,0,0,0,0,0,0,0
"NM_017857",15,17,26,4,1,1,4,0,3,33,16,8
"NM_017858",272,299,490,209,370,67,251,160,95,351,403,304
"NM_017860",25,30,66,10,13,9,48,25,8,17,11,28
"NM_017864",789,859,2043,848,1225,198,1029,826,494,982,1178,871
"NM_017867",130,138,310,185,145,55,230,101,76,207,186,186
"NM_017868",240,181,328,271,378,56,259,121,82,421,368,245
"NM_017870",89,108,163,77,205,38,72,79,44,160,156,98
"NM_017872",319,424,506,271,504,133,378,325,107,485,463,259
"NM_017873",172,318,510,134,361,81,175,240,90,246,315,205
"NM_017877",225,249,484,141,220,105,159,120,92,262,225,233
"NM_017878",39,31,58,20,31,9,43,18,2,50,71,24
"NM_017881",30,26,88,62,70,17,118,69,55,120,117,133
"NM_017882",535,775,811,408,843,213,518,537,277,695,801,563
"NM_017891",65,110,152,57,125,44,85,71,37,108,66,71
