SRR4098430	SRR4098431	SRR4098432	SRR4098433
HSPB11	532	377	328	264
LRRC42	3033	2128	2089	1507
LDLRAD1	0	5	20	6
TMEM59	1046	755	840	693
TCEANC2	351	222	206	319
MIR4781	0	0	0	0
CDCP2	1	0	2	0
CYB5RL	475	429	358	291
MRPL37	4464	3294	2628	2130
SSBP3	849	734	617	480
SSBP3-AS1	11	13	7	11
ACOT11	479	476	559	484
FAM151A	145	106	152	149
MROH7	6	3	6	9
MROH7-TTC4	2283	1346	1316	1126
TTC4	2834	1640	1649	1353
PARS2	212	145	314	246
TTC22	10	4	17	12
C1orf177	4	0	1	4
DHCR24	6903	5044	3349	2197
TMEM61	10	18	23	22
BSND	0	0	0	0
PCSK9	535	714	886	684
USP24	2054	1647	1523	1336
LOC100507634	2	9	0	9
MIR4422	0	0	0	0
PPAP2B	204	140	181	129
PRKAA2	124	130	160	153
C1orf168	0	0	0	0
C8A	0	0	0	0
C8B	0	0	0	0
DAB1	0	0	0	0
DAB1-AS1	0	0	0	0
OMA1	327	238	255	222
TACSTD2	7	12	7	8
MYSM1	1163	951	867	796
JUN	581	808	573	405
LINC01135	1	0	9	0
LINC01358	0	0	0	0
HSD52	0	0	0	0
FGGY	34	64	53	50
MIR4711	0	0	0	0
LOC101926944	0	1	0	0
HOOK1	501	458	337	376
CYP2J2	19	20	25	12
C1orf87	0	0	3	8
LOC101926964	0	0	1	0
NFIA-AS2	0	0	0	0
NFIA	374	250	234	168
NFIA-AS1	0	0	0	0
MGC34796	4	0	0	1
TM2D1	252	170	180	162
INADL	945	705	863	941
MIR3116-1	0	0	0	0
MIR3116-2	0	0	0	0
L1TD1	0	0	0	0
KANK4	0	0	0	0
USP1	1984	1573	617	384
DOCK7	1523	1180	905	900
ANGPTL3	0	0	0	1
ATG4C	334	226	169	176
LINC00466	3	0	7	12
FOXD3-AS1	7	8	29	19
FOXD3	7	1	5	0
MIR6068	0	0	0	0
ALG6	411	212	216	219
ITGB3BP	531	417	193	198
EFCAB7	149	122	94	76
DLEU2L	10	10	3	5
PGM1	851	637	667	689
ROR1	136	138	67	66
ROR1-AS1	0	0	0	0
UBE2U	0	0	0	0
CACHD1	631	533	479	440
MIR4794	0	0	0	0
RAVER2	983	844	652	628
JAK1	2056	1687	1533	1634
LINC01359	0	0	1	0
MIR3671	1	0	0	1
MIR101-1	2	3	10	13
AK4	1071	751	928	965
DNAJC6	274	246	304	265
LEPROT	506	392	344	272
LEPR	147	132	95	98
PDE4B	3052	2786	2451	2698
LOC101927139	0	0	0	0
SGIP1	6	0	5	15
MIR3117	0	0	0	0
TCTEX1D1	0	0	0	0
INSL5	0	0	1	0
WDR78	22	23	29	26
MIER1	493	379	379	377
SLC35D1	368	347	636	597
C1orf141	0	0	0	0
IL23R	0	0	0	0
IL12RB2	12	8	4	2
SERBP1	14812	10916	7615	7379
GADD45A	975	872	2583	2154
GNG12	1208	916	1076	1135
GNG12-AS1	6	3	10	4
DIRAS3	2	4	9	3
WLS	1067	839	763	633
MIR1262	0	0	0	0
RPE65	308	232	330	232
DEPDC1	1328	838	379	337
DEPDC1-AS1	4	1	1	1
LRRC7	0	0	0	0
PIN1P1	0	0	0	0
LRRC40	666	445	356	458
SRSF11	5113	4446	3237	3334
ANKRD13C	575	429	371	285
HHLA3	50	62	51	63
CTH	126	97	188	164
LOC101927244	0	0	0	0
PTGER3	0	0	0	0
ZRANB2-AS1	87	77	79	77
ZRANB2	1745	1349	1328	1255
MIR186	3	2	0	0
ZRANB2-AS2	0	5	4	2
NEGR1	0	0	0	0
NEGR1-IT1	0	0	0	0
LINC01360	0	0	0	0
LRRIQ3	2	7	7	13
FPGT-TNNI3K	36	51	38	48
FPGT	117	154	176	149
TNNI3K	0	0	3	6
ERICH3	0	0	0	0
ERICH3-AS1	0	0	0	0
CRYZ	651	516	487	409
TYW3	1914	1365	1206	1106
LHX8	0	0	0	0
SLC44A5	42	25	176	238
ACADM	1040	853	634	742
DLSTP1	105	80	75	43
RABGGTB	3842	2925	2309	2165
SNORD45C	21	1	3	2
SNORD45A	70	64	14	19
SNORD45B	39	21	14	11
MSH4	39	51	52	39
ASB17	0	0	0	0
LOC101927342	0	0	0	1
ST6GALNAC3	12	11	18	10
ST6GALNAC5	37	27	25	37
MIR7156	0	0	0	0
PIGK	695	524	344	363
AK5	1	2	3	7
ZZZ3	1564	1090	1047	999
USP33	953	735	659	627
FAM73A	403	305	393	351
NEXN-AS1	0	3	0	17
NEXN	4	1	4	6
FUBP1	5831	3612	3464	2891
DNAJB4	341	241	335	312
GIPC2	3	2	2	3
MGC27382	0	0	0	0
PTGFR	1	0	0	0
IFI44L	0	0	1	0
IFI44	7	1	0	22
ADGRL4	0	0	0	0
LOC101927412	0	0	0	0
LOC101927434	0	0	0	0
ADGRL2	1	0	5	1
LINC01361	0	0	0	0
LOC101927587	0	0	0	0
LOC101927560	0	0	0	0
TTLL7	217	190	182	181
PRKACB	2152	1685	1275	1236
SAMD13	166	116	90	112
UOX	18	9	4	8
DNASE2B	0	2	6	1
RPF1	4472	2927	1899	2023
GNG5	1814	1569	1191	981
SPATA1	7	15	7	2
CTBS	332	235	221	299
LINC01461	1	4	3	1
LINC01555	0	0	0	0
SSX2IP	1707	1314	668	650
LPAR3	557	361	368	336
MCOLN2	143	163	193	187
MCOLN3	238	197	231	249
WDR63	6	12	163	167
MIR4423	0	0	0	0
SYDE2	95	59	67	70
C1orf52	918	686	621	526
BCL10	498	381	668	545
LOC646626	102	98	154	114
DDAH1	682	394	387	419
CYR61	3502	3863	1966	1023
ZNHIT6	618	406	376	407
COL24A1	0	1	1	1
ODF2L	302	299	201	261
MIR7856	0	0	0	0
CLCA2	0	0	5	6
CLCA1	2	0	0	1
CLCA4	0	0	0	0
CLCA3P	3	0	1	0
SH3GLB1	781	639	607	618
SEP15	2335	1715	1547	1398
HS2ST1	918	674	608	512
LINC01140	4	13	1	12
LOC101927844	1	0	0	0
LMO4	353	288	285	252
LINC01364	0	0	0	0
PKN2-AS1	0	0	1	1
PKN2	1777	1372	1094	1138
GTF2B	1089	712	1225	1119
CCBL2	271	260	273	235
RBMXL1	555	358	395	327
GBP3	24	25	28	19
GBP1	8	0	2	0
GBP2	4	0	7	0
GBP7	1	0	0	0
GBP4	0	12	0	0
GBP5	2	0	0	0
LOC729930	0	2	1	0
GBP6	0	0	0	0
GBP1P1	0	0	0	0
LRRC8B	937	650	702	508
FLJ27354	7	4	6	1
LRRC8C	685	493	265	202
LRRC8D	644	486	431	326
GEMIN8P4	42	43	46	38
ZNF326	880	539	489	576
BARHL2	0	0	0	0
ZNF644	1008	814	828	684
HFM1	102	61	39	47
CDC7	1048	748	343	302
TGFBR3	222	345	240	224
BRDT	0	0	0	0
EPHX4	71	54	56	19
SETSIP	75	61	34	32
BTBD8	9	1	9	6
KIAA1107	24	19	42	75
C1orf146	0	0	0	2
GLMN	292	270	178	163
RPAP2	472	362	433	368
GFI1	148	161	160	165
EVI5	176	137	194	163
RPL5	31708	23063	22251	22513
FAM69A	277	218	197	202
SNORD21	20	23	5	9
SNORA66	19	16	19	15
MTF2	1190	900	680	549
TMED5	1233	924	744	648
CCDC18	303	223	116	114
LOC100131564	177	116	169	189
DR1	1359	1180	1006	965
FNBP1L	985	832	825	758
BCAR3	2611	1207	1619	1201
LOC100129046	109	39	66	44
MIR760	0	0	0	0
DNTTIP2	4368	2554	1767	1550
GCLM	1548	844	784	600
ABCA4	13	7	9	6
ARHGAP29	12678	8673	8962	8052
ABCD3	1789	1239	1022	991
F3	5828	2436	2720	1716
LINC01057	18	15	18	19
MIR378G	0	0	0	0
SLC44A3	137	101	132	132
CNN3	3343	2223	1756	1590
LOC729970	18	3	7	6
ALG14	235	167	125	144
TMEM56	249	204	173	160
TMEM56-RWDD3	118	99	121	139
LOC101928118	1	0	0	0
RWDD3	241	191	249	274
FLJ31662	0	0	0	0
LOC100996635	0	0	0	0
LOC102723661	0	0	0	0
LOC101928241	0	0	0	0
PTBP2	296	183	152	124
DPYD	30	29	27	16
DPYD-AS1	0	0	0	0
DPYD-AS2	0	0	0	0
MIR137HG	0	0	0	0
MIR2682	0	0	0	0
MIR137	0	0	0	0
LOC729987	1	0	0	0
SNX7	520	374	354	329
LPPR5	0	0	0	0
LOC100129620	0	0	0	0
LPPR4	2	7	1	3
LOC101928270	0	0	0	0
MIR548N	2	0	0	0
PALMD	0	0	0	0
FRRS1	194	226	201	191
AGL	819	705	776	777
SLC35A3	349	223	236	267
HIAT1	597	442	394	382
SASS6	513	426	208	197
TRMT13	410	253	279	265
LRRC39	96	55	95	67
DBT	590	396	635	628
RTCA-AS1	9	23	19	7
RTCA	674	374	444	501
MIR553	0	0	0	0
CDC14A	109	64	88	60
GPR88	0	0	0	1
LINC01349	0	0	0	0
VCAM1	0	0	0	0
EXTL2	597	545	439	474
SLC30A7	445	312	530	517
DPH5	1109	805	651	644
LOC102606465	70	74	87	100
LOC101928370	0	0	0	0
S1PR1	0	1	0	0
LINC01307	0	0	0	0
OLFM3	0	1	0	2
DNAJA1P5	0	0	0	0
COL11A1	0	0	0	2
LOC101928436	0	1	1	0
RNPC3	119	137	173	172
AMY2B	13	26	25	38
ACTG1P4	27	11	7	10
AMY2A	0	0	0	0
AMY1A	0	0	0	0
AMY1C	0	0	0	0
AMY1B	0	0	0	0
LOC100129138	9	6	12	4
LOC101928476	0	0	0	0
PRMT6	442	346	408	294
NTNG1	0	0	0	0
VAV3	0	1	0	0
MIR7852	0	0	0	0
VAV3-AS1	0	0	0	0
SLC25A24	826	600	424	352
NBPF4	0	0	0	0
NBPF6	0	0	0	0
FAM102B	190	193	151	134
HENMT1	0	0	0	0
PRPF38B	1993	1538	1503	1175
FNDC7	1	1	0	0
STXBP3	518	375	484	568
AKNAD1	8	11	4	2
SPATA42	0	0	0	0
GPSM2	2759	2141	845	696
CLCC1	697	561	523	434
WDR47	282	190	260	269
TAF13	322	211	220	186
TMEM167B	536	358	359	358
SCARNA2	9	6	10	1
C1orf194	1	0	3	0
KIAA1324	23	25	176	119
SARS	4585	3440	4779	4353
CELSR2	1125	1036	1283	985
PSRC1	2027	1386	727	384
MYBPHL	0	0	14	29
SORT1	833	802	721	562
PSMA5	7631	5686	5218	3942
SYPL2	52	24	38	62
ATXN7L2	560	392	424	249
CYB561D1	310	203	330	299
AMIGO1	0	0	5	4
GPR61	0	0	0	0
GNAI3	3844	2706	2162	1824
MIR197	0	0	0	0
GNAT2	16	10	12	23
AMPD2	2205	1486	2007	1568
GSTM4	167	164	156	147
GSTM2	6	7	16	16
GSTM1	1	0	2	0
GSTM5	0	0	3	1
GSTM3	0	0	0	0
EPS8L3	0	0	0	0
CSF1	120	107	254	276
AHCYL1	2990	2726	2655	2585
STRIP1	1232	821	1125	914
ALX3	68	50	86	42
LINC01397	2	1	4	1
UBL4B	3	1	0	0
SLC6A17	772	871	891	659
KCNC4-AS1	3	1	0	1
KCNC4	257	181	366	236
LOC440600	32	17	11	3
RBM15	844	712	360	226
SLC16A4	4	4	8	4
LAMTOR5	2576	1499	1825	1561
LAMTOR5-AS1	27	12	7	24
PROK1	0	0	1	0
CYMP	0	1	0	0
LOC440602	1	0	0	0
KCNA10	0	0	0	0
KCNA2	0	0	0	0
KCNA3	0	0	0	0
CD53	0	0	0	0
LRIF1	621	440	458	422
DRAM2	282	221	197	209
CEPT1	876	669	658	602
DENND2D	661	599	974	939
CHI3L2	2	0	1	0
CHIAP2	0	0	0	0
CHIA	0	0	0	0
PIFO	12	18	31	32
PGCP1	0	0	1	0
OVGP1	57	68	119	133
WDR77	3108	2503	2380	2056
ATP5F1	8433	5542	6306	5085
C1orf162	6	4	4	3
TMIGD3	0	0	0	0
ADORA3	0	0	0	0
LINC01160	1	0	0	0
RAP1A	852	633	534	619
FAM212B	127	135	1354	1011
FAM212B-AS1	4	2	16	13
LOC101928718	1	1	22	11
DDX20	1049	742	620	608
KCND3	8	7	5	6
KCND3-IT1	0	0	0	0
KCND3-AS1	1	0	0	0
LOC643355	0	2	0	0
CTTNBP2NL	265	234	374	281
MIR4256	0	0	2	0
WNT2B	39	26	38	24
ST7L	269	220	169	193
CAPZA1	4240	2907	2415	2269
MOV10	2745	2317	2748	2529
RHOC	4769	3187	5173	4388
PPM1J	159	152	235	189
FAM19A3	28	22	29	19
LINC01356	0	0	3	3
SLC16A1	4287	2836	2504	2103
AKR7A2P1	14	10	14	13
SLC16A1-AS1	74	69	70	68
LOC100996251	0	1	0	5
LRIG2	413	268	408	293
LOC643441	0	7	0	0
MAGI3	481	396	274	214
PHTF1	219	144	174	90
RSBN1	324	230	349	290
AP4B1-AS1	130	100	104	103
PTPN22	0	0	0	2
BCL2L15	11	10	20	8
AP4B1	809	493	533	411
DCLRE1B	651	571	288	183
HIPK1-AS1	10	2	5	5
HIPK1	1183	892	1004	752
OLFML3	10	7	2	0
SYT6	0	0	0	0
TRIM33	1362	1060	938	882
BCAS2	1121	767	537	495
DENND2C	51	47	105	110
AMPD1	0	0	0	0
NRAS	1637	1209	1013	992
CSDE1	17554	12997	10090	9392
SIKE1	842	691	746	638
SYCP1	0	0	0	0
TSHB	0	0	0	0
TSPAN2	0	1	2	0
NGF	0	0	0	2
VANGL1	1566	1252	1088	826
CASQ2	1	0	0	1
NHLH2	0	0	0	0
LOC101928995	0	0	0	0
LOC101928977	0	0	0	0
SLC22A15	65	56	119	88
MAB21L3	5	1	2	8
ATP1A1	19128	14199	15250	12451
ATP1A1-AS1	595	525	366	346
LOC101929023	0	2	1	1
CD58	257	238	158	189
MIR548AC	0	0	0	0
IGSF3	769	846	770	593
MIR320B1	0	0	0	0
C1orf137	0	0	0	0
CD2	0	0	0	0
PTGFRN	3483	2674	2815	2283
CD101	40	30	40	16
LOC101929099	20	36	9	15
TTF2	3775	2306	1777	1655
MIR942	0	0	0	0
TRIM45	139	127	93	86
VTCN1	1	1	7	1
LINC01525	0	0	0	0
MAN1A2	845	724	827	817
LOC100996263	0	0	0	0
FAM46C	26	27	39	45
GDAP2	253	181	169	175
WDR3	4830	3385	2739	2468
SPAG17	8	11	1	1
TBX15	1	0	0	0
WARS2	317	164	292	207
WARS2-IT1	0	1	0	0
LOC101929147	138	105	178	115
HAO2	0	1	0	0
HAO2-IT1	0	0	0	0
HSD3B2	0	0	0	0
HSD3B1	0	0	0	0
HSD3BP4	0	1	1	3
LINC00622	0	1	0	0
ZNF697	106	101	134	167
PHGDH	2544	1470	1254	1186
HMGCS2	0	0	0	0
REG4	0	3	1	0
NBPF7	1	1	1	3
ADAM30	1	0	0	0
NOTCH2	3768	3073	3731	2920
SEC22B	454	404	438	438
PFN1P2	2	2	5	9
NBPF8	278	151	237	237
RNVU1-19	2	1	1	1
PPIAL4A	20	20	10	26
LINC00623	146	95	100	95
RNVU1-20	0	3	0	2
RNVU1-4	0	3	1	2
FCGR1B	0	0	0	0
HIST2H2BA	0	1	0	0
FAM72B	120	52	32	19
SRGAP2C	21	15	12	8
SRGAP2-AS1	0	0	0	0
EMBP1	1	4	1	1
LOC645166	5	2	2	6
RNVU1-17	0	0	0	0
LOC388692	0	0	1	0
FAM231D	0	0	1	0
FCGR1C	0	0	0	0
FAM72C	16	14	5	2
SRGAP2D	21	31	23	7
LOC101060524	0	0	0	1
DRD5P2	0	0	0	1
PPIAL4F	0	2	0	1
PPIAL4D	0	2	0	1
PPIAL4E	0	2	0	1
RNVU1-15	1	0	1	0
NBPF15	299	195	336	328
SRGAP2B	51	39	33	34
FAM72D	75	38	39	27
LOC103091866	13	9	20	8
RNVU1-14	7	3	1	3
NBPF20	48	52	72	131
NBPF25P	32	13	13	14
GPR89A	83	69	79	38
PDZK1	2	5	1	7
CD160	7	1	9	1
RNF115	1269	935	930	684
POLR3C	2085	1495	1198	1072
NUDT17	69	57	84	60
PIAS3	1007	823	1487	1188
MIR6736	0	0	0	1
ANKRD35	1	0	1	3
ITGA10	44	26	38	72
PEX11B	191	149	302	213
GNRHR2	62	27	29	40
RBM8A	5159	3130	3065	2366
LIX1L	245	216	312	251
ANKRD34A	49	43	71	44
POLR3GL	326	272	481	357
TXNIP	0	0	0	0
HFE2	0	0	0	0
RNVU1-6	0	0	2	0
LOC101928979	3	6	3	18
NBPF10	44	18	40	48
NOTCH2NL	40	39	61	31
NUDT4P2	13	8	11	5
NUDT4P1	13	8	11	5
CH17-408M7.1	0	0	0	0
HYDIN2	0	0	0	0
NBPF12	330	246	422	421
LOC728989	1	0	0	0
RNVU1-8	0	0	0	0
NBPF13P	0	0	0	0
PRKAB2	611	428	958	873
PDIA3P1	733	561	648	617
FMO5	3	0	3	1
CHD1L	1717	1400	1235	944
LINC00624	5	0	2	4
BCL9	915	748	699	658
ACP6	295	228	413	397
GJA5	0	0	0	2
GJA8	0	0	0	0
GPR89B	52	42	27	36
PDZK1P1	4	2	2	13
RNVU1-7	2	0	1	0
NBPF11	166	156	309	296
LOC101927468	0	0	0	0
MIR5087	0	0	0	0
RNVU1-1	1	3	7	1
MIR6077	0	0	0	0
RNU1-13P	0	0	0	0
LOC100132057	5	0	16	16
RNVU1-3	0	2	0	1
LINC01138	58	37	82	67
PPIAL4G	8	4	1	4
NBPF14	116	79	150	167
PDE4DIP	267	179	179	175
LOC653513	0	0	0	0
NBPF9	207	105	209	222
PPIAL4C	3	4	2	0
LINC00869	91	57	86	66
HIST2H2BF	11	7	2	2
FCGR1A	1	0	0	0
HIST2H3D	0	3	1	1
HIST2H4B	1	0	0	1
HIST2H4A	1	0	0	1
HIST2H3A	0	1	0	0
HIST2H3C	0	1	0	0
HIST2H2AA3	4	1	2	1
HIST2H2AA4	4	1	2	1
HIST2H2BC	11	8	1	2
HIST2H2BE	18	10	11	5
HIST2H2AC	14	6	7	19
HIST2H2AB	4	5	0	2
BOLA1	675	447	536	348
SV2A	9	12	7	0
SF3B4	5868	4094	3348	2459
MTMR11	206	259	171	202
OTUD7B	890	616	687	525
VPS45	889	678	605	586
PLEKHO1	212	278	127	108
ANP32E	3328	2575	1337	1288
CA14	10	21	23	15
APH1A	3269	2285	2235	1723
C1orf54	11	13	4	4
CIART	3	3	1	0
MRPS21	3459	2257	2510	2296
PRPF3	2944	2125	1847	1818
RPRD2	1099	739	823	621
TARS2	733	488	575	482
MIR6878	0	0	0	0
ECM1	128	137	113	64
FALEC	1	0	4	14
ADAMTSL4	57	38	62	64
MIR4257	1	2	0	1
ADAMTSL4-AS1	1	7	5	1
MCL1	6069	4871	4572	4213
ENSA	3178	2139	2815	2328
GOLPH3L	360	373	388	451
HORMAD1	1	0	0	0
CTSS	1	0	2	0
CTSK	63	44	46	46
ARNT	697	634	627	603
SETDB1	1549	1332	1474	1414
CERS2	5553	3968	3966	3186
ANXA9	30	49	64	27
FAM63A	22	42	53	48
PRUNE	454	346	352	396
BNIPL	11	3	12	7
C1orf56	225	147	222	259
CDC42SE1	1511	1160	1628	1459
MLLT11	21	16	3	17
GABPB2	208	81	104	76
SEMA6C	171	137	164	180
TNFAIP8L2-SCNM1	747	506	554	345
TNFAIP8L2	2	0	2	1
LYSMD1	182	138	193	132
SCNM1	831	605	635	417
TMOD4	31	22	16	25
VPS72	1767	1097	1372	1193
PIP5K1A	3489	2463	2919	2312
PSMD4	10416	10227	7978	6057
ZNF687	786	756	762	631
PI4KB	1915	1560	2093	1791
RFX5	978	925	1832	1932
GBAT2	7	5	1	2
SELENBP1	0	2	0	0
PSMB4	11160	7842	10382	7285
POGZ	2158	1460	1588	1435
CGN	940	734	937	926
TUFT1	418	342	252	204
MIR554	0	0	0	0
SNX27	539	390	588	607
CELF3	2	2	4	13
RIIAD1	1	0	1	4
MRPL9	2249	1484	1352	1121
OAZ3	154	107	91	77
TDRKH	202	245	249	266
LINGO4	0	0	0	0
RORC	1	0	3	2
C2CD4D	1	0	0	1
LOC100132111	0	0	0	0
THEM5	0	6	0	0
THEM4	662	487	511	419
S100A10	3714	2503	2163	2199
NBPF18P	2	0	0	0
S100A11	2410	1308	1980	1921
LOC100131107	0	0	0	0
TCHHL1	0	0	0	0
TCHH	6	16	13	17
RPTN	1	0	0	0
HRNR	8	5	103	51
FLG	9	0	51	37
FLG-AS1	1	0	21	2
FLG2	0	0	0	2
CRNN	0	0	0	0
LCE5A	0	0	0	1
CRCT1	0	0	0	0
LCE3E	0	0	0	0
LCE3D	0	0	0	0
LCE3C	0	0	0	0
LCE3B	0	0	0	0
LCE3A	0	0	0	0
LCE2D	0	0	0	0
LCE2C	0	0	0	0
LCE2B	0	0	0	0
LCE2A	0	0	0	0
LCE4A	0	0	0	0
C1orf68	0	0	0	0
KPRP	0	0	0	0
LCE1F	0	2	2	3
LCE1E	0	1	7	12
LCE1D	0	0	0	5
LCE1C	0	0	9	11
LCE1B	1	0	14	14
LCE1A	0	0	0	0
LCE6A	0	0	0	0
SMCP	0	3	0	0
IVL	1	0	0	0
SPRR4	0	0	0	0
SPRR1A	0	0	0	0
SPRR3	0	0	0	0
SPRR1B	0	0	0	0
SPRR2D	0	0	0	0
SPRR2A	0	0	0	0
SPRR2B	0	0	0	0
SPRR2E	0	0	0	0
SPRR2F	0	0	0	0
SPRR2C	0	0	0	0
SPRR2G	0	0	0	0
LOC101928009	0	0	0	0
LELP1	0	0	0	0
PRR9	0	0	0	0
LOR	0	0	0	0
PGLYRP3	0	0	0	0
PGLYRP4	0	0	0	0
S100A9	0	0	0	0
S100A12	0	0	0	0
S100A8	0	0	0	0
S100A7A	0	2	0	0
S100A7L2	0	0	0	0
S100A7	0	0	0	0
S100A6	10542	6550	12771	11106
S100A5	39	37	39	44
S100A4	2590	1532	1676	1560
LOC101928034	26	12	16	18
S100A3	208	143	134	129
S100A2	274	245	461	366
S100A16	3732	2512	3257	2664
S100A14	1959	1755	1694	1544
S100A13	1785	1382	1726	1472
S100A1	27	16	28	29
CHTOP	6004	3827	4228	3310
SNAPIN	865	621	556	498
ILF2	14708	10281	8428	6528
NPR1	2	1	0	4
MIR8083	0	0	0	0
INTS3	2375	1570	1641	1715
SLC27A3	283	237	216	162
LOC343052	0	0	0	1
GATAD2B	958	889	961	797
DENND4B	1775	1288	1467	1153
CRTC2	1063	788	1036	703
SLC39A1	3078	2565	2661	1586
MIR6737	0	0	0	0
CREB3L4	285	237	217	160
JTB	4094	2801	2894	2093
RAB13	887	850	958	1074
RPS27	13530	7427	11604	8304
NUP210L	11	6	2	3
MIR5698	0	0	0	0
TPM3	10811	7829	5860	4989
MIR190B	0	0	0	0
C1orf189	0	0	2	0
C1orf43	5742	4460	4292	3863
UBAP2L	4934	3977	3833	2881
HAX1	2474	1890	2013	1963
AQP10	0	0	0	1
ATP8B2	872	782	1017	1004
IL6R	286	250	297	211
SHE	1	1	0	2
TDRD10	1	0	0	2
UBE2Q1	1948	1479	1672	1182
UBE2Q1-AS1	55	46	36	30
CHRNB2	3	6	8	1
ADAR	10649	7243	8199	7042
KCNN3	5	5	5	25
PMVK	1213	1127	1003	873
PBXIP1	248	200	468	460
PYGO2	1354	1276	1409	1163
SHC1	7472	5804	9068	8110
CKS1B	1619	1009	781	785
MIR4258	3	2	6	4
FLAD1	2850	2089	2073	1720
LENEP	2	0	1	0
ZBTB7B	1544	1201	2379	1623
DCST2	22	33	23	15
DCST1	27	29	22	27
LOC100505666	99	55	50	52
ADAM15	5605	4513	4527	3511
EFNA4	337	256	390	368
EFNA3	689	554	539	383
EFNA1	478	367	827	580
SLC50A1	939	770	1098	957
DPM3	335	292	465	337
KRTCAP2	1220	913	781	485
TRIM46	91	97	187	170
MUC1	52	41	55	51
MIR92B	0	0	0	0
THBS3	149	114	217	251
MTX1	1001	664	740	581
GBAP1	62	69	48	55
GBA	873	484	654	500
FAM189B	1603	1415	1465	1239
SCAMP3	2181	1483	1817	1313
CLK2	2271	1684	1933	1662
HCN3	302	219	235	161
PKLR	40	27	37	18
FDPS	3849	2656	2449	1846
RUSC1-AS1	464	289	315	157
RUSC1	2509	1892	1641	1133
ASH1L	2182	1690	1757	1598
MIR555	1	2	2	1
POU5F1P4	0	0	0	0
ASH1L-AS1	55	52	75	46
MSTO1	515	431	479	308
MSTO2P	500	388	413	307
YY1AP1	1232	945	890	675
DAP3	4739	3069	3168	2500
GON4L	1527	1117	1349	1236
SYT11	3	15	3	5
RIT1	270	212	138	135
KIAA0907	2028	1588	1277	1237
SNORA80E	5	3	2	5
SCARNA4	0	0	1	14
RXFP4	0	1	5	1
ARHGEF2	1124	888	1443	1129
MIR6738	0	0	0	0
SSR2	5809	4046	4232	3044
UBQLN4	3003	1948	2171	1878
LAMTOR2	647	556	838	587
RAB25	1587	880	1217	1050
MEX3A	348	239	364	254
LMNA	17507	14641	24725	18047
SEMA4A	4	0	1	0
SLC25A44	802	570	683	451
PMF1	1304	1052	915	754
PMF1-BGLAP	834	660	589	508
BGLAP	10	15	25	10
PAQR6	146	118	192	148
SMG5	4540	3181	3620	2471
TMEM79	203	116	143	134
GLMP	631	512	708	524
VHLL	0	0	0	1
CCT3	47572	32676	31299	25987
TSACC	58	34	46	38
RHBG	109	103	98	113
C1orf61	110	90	68	48
MIR9-1	6	7	2	2
MEF2D	2175	1890	2214	1660
IQGAP3	3048	1864	1511	1214
TTC24	6	0	1	0
APOA1BP	3015	2195	2430	1920
GPATCH4	3744	2539	2319	1987
HAPLN2	3	1	17	7
BCAN	600	457	954	725
NES	300	512	308	282
CRABP2	3317	3329	2098	2061
ISG20L2	2383	1629	1455	1107
RRNAD1	387	349	347	288
MRPL24	2591	1951	1989	1626
HDGF	18109	13350	10242	8566
PRCC	1786	1371	1413	1146
SH2D2A	55	62	84	67
NTRK1	9	22	18	11
INSRR	0	0	0	2
PEAR1	395	301	686	658
LRRC71	5	6	10	4
ARHGEF11	2254	1729	1634	1305
MIR765	0	0	0	1
ETV3L	2	0	0	2
ETV3	260	170	250	190
CYCSP52	1	0	1	1
FCRL5	0	1	0	0
FCRL4	0	0	0	0
FCRL3	0	0	0	0
FCRL2	0	0	0	0
FCRL1	0	0	0	1
CD5L	0	0	0	1
KIRREL	1838	1371	1431	1166
LOC646268	0	0	0	2
CD1D	0	0	0	1
CD1A	0	0	0	0
CD1C	0	0	0	0
CD1B	0	0	0	0
CD1E	0	0	0	0
OR10T2	0	0	0	0
OR10K2	0	0	0	0
OR10K1	0	0	0	0
OR10R2	0	0	0	0
OR6Y1	0	0	0	0
OR6P1	0	0	0	0
OR10X1	0	0	0	1
OR10Z1	0	0	0	0
SPTA1	0	0	0	0
OR6K2	0	0	0	0
OR6K3	0	0	0	0
OR6K6	0	0	0	0
OR6N1	0	0	0	0
OR6N2	0	0	0	0
MNDA	0	0	0	0
PYHIN1	0	0	0	0
IFI16	1	0	3	0
AIM2	0	0	0	0
CADM3	0	0	0	0
CADM3-AS1	0	0	0	0
ACKR1	0	0	0	0
FCER1A	0	0	0	0
OR10J3	0	0	0	0
OR10J1	0	0	0	0
OR10J5	0	0	0	0
APCS	0	0	0	0
CRP	0	0	0	0
DUSP23	880	603	547	432
FCRL6	1	0	0	0
SLAMF8	14	23	15	21
C1orf204	20	34	26	29
VSIG8	0	6	6	7
CFAP45	43	21	23	12
MIR4259	0	0	0	0
TAGLN2	4160	2888	2177	1555
IGSF9	193	232	306	195
SLAMF9	0	2	0	0
LINC01133	1	0	0	1
PIGM	281	215	373	243
KCNJ10	7	8	4	9
KCNJ9	1	7	1	0
IGSF8	618	449	672	496
ATP1A2	0	1	1	1
ATP1A4	1	1	0	0
CASQ1	3	0	0	0
LOC729867	81	97	85	65
PEA15	2855	2264	2019	1652
DCAF8	2383	1796	2398	2249
PEX19	1080	1022	874	750
COPA	6073	4305	4597	4164
SUMO1P3	39	46	34	30
NCSTN	2179	1780	1901	1594
NHLH1	8	6	8	5
VANGL2	35	32	70	45
