GeneID	Chr	Start	End	Strand	Length
551	ELOA	chr1	23743365	23762059	+	18695
552	ELOA-AS1	chr1	23760381	23778297	-	17917
553	PITHD1	chr1	23778416	23788232	+	9817
554	LOC105376860	chr1	23790623	23793765	-	3143
555	LYPLA2	chr1	23790788	23795539	+	4752
556	GALE	chr1	23795598	23800754	-	5157
557	HMGCL	chr1	23801876	23825459	-	23584
558	LOC105376861	chr1	23825539	23838636	-	13098
559	FUCA1	chr1	23845076	23868369	-	23294
560	CNR2	chr1	23870514	23913362	-	42849
561	LOC107984929	chr1	23910736	23912664	+	1929
562	MIR378F	chr1	23929069	23929147	+	79
563	PNRC2	chr1	23959163	23963462	+	4300
564	SRSF10	chr1	23964346	23980327	-	15982
565	LOC105378615	chr1	23987407	23987788	-	382
566	LOC105376863	chr1	24019088	24028914	+	9827
567	LOC107984931	chr1	24042273	24064129	+	21857
568	MYOM3	chr1	24056040	24112135	-	56096
569	MYOM3-AS1	chr1	24066008	24084296	+	18289
570	LOC105376864	chr1	24098017	24104540	+	6524
571	IL22RA1	chr1	24119770	24143179	-	23410
572	IFNLR1	chr1	24154155	24187295	-	33141
573	LINC02800	chr1	24200239	24211690	+	11452
574	GRHL3-AS1	chr1	24305927	24321901	-	15975
575	GRHL3	chr1	24319356	24364482	+	45127
576	STPG1	chr1	24356998	24415533	-	58536
577	NIPAL3	chr1	24413359	24472983	+	59625
578	RCAN3AS	chr1	24496253	24502382	-	6130
579	RCAN3	chr1	24502343	24541040	+	38698
580	NCMAP-DT	chr1	24539273	24556024	-	16752
581	NCMAP	chr1	24556086	24609328	+	53243
582	SRRM1	chr1	24643272	24673271	+	30000
583	CLIC4	chr1	24745446	24844321	+	98876
584	LOC105376876	chr1	24857081	24865340	+	8260
585	RUNX3	chr1	24899516	24965158	-	65643
586	MIR6731	chr1	24919344	24919416	-	73
587	LOC107984932	chr1	24924328	24926329	+	2002
588	LOC105376878	chr1	24932453	24964709	+	32257
589	MIR4425	chr1	25023502	25023586	+	85
590	LINC02793	chr1	25039971	25047377	+	7407
591	SYF2	chr1	25222275	25232502	-	10228
592	RSRP1	chr1	25242236	25338254	-	96019
593	LOC105376882	chr1	25269461	25274799	-	5339
594	RHD	chr1	25272485	25330445	+	57961
595	TMEM50A	chr1	25338333	25362361	+	24029
596	RHCE	chr1	25360658	25430193	-	69536
597	MACO1	chr1	25430857	25500209	+	69353
598	LDLRAP1	chr1	25543587	25590400	+	46814
599	MAN1C1	chr1	25617467	25786207	+	168741
600	SELENON	chr1	25800192	25818221	+	18030
601	MTFR1L	chr1	25819905	25832942	+	13038
602	LOC646471	chr1	25819953	25823606	-	3654
603	AUNIP	chr1	25831912	25859458	-	27547
604	PAQR7	chr1	25861483	25871253	-	9771
605	STMN1	chr1	25900115	25906877	-	6763
606	MIR3917	chr1	25906361	25906454	-	94
607	LOC105376885	chr1	25906549	25908243	+	1695
608	PAFAH2	chr1	25959763	25998164	-	38402
609	LOC101928216	chr1	26006533	26031338	-	24806
610	EXTL1	chr1	26021774	26036464	+	14691
611	SLC30A2	chr1	26037251	26046118	-	8868
612	LOC105376910	chr1	26048257	26050666	+	2410
613	TRIM63	chr1	26051303	26067634	-	16332
614	PDIK1L	chr1	26109130	26125543	+	16414
615	LOC105376886	chr1	26118860	26126907	-	8048
616	FAM110D	chr1	26159078	26163962	+	4885
617	C1orf232	chr1	26164160	26168582	-	4423
618	ZNF593	chr1	26169907	26170873	+	967
619	CNKSR1	chr1	26177490	26189884	+	12395
620	CATSPER4	chr1	26189961	26199033	+	9073
621	LOC101928303	chr1	26225319	26229840	+	4522
622	CEP85	chr1	26269278	26278808	+	9531
623	SH3BGRL3	chr1	26280085	26281522	+	1438
624	UBXN11	chr1	26282281	26318265	-	35985
625	CD52	chr1	26317957	26320523	+	2567
626	CRYBG2	chr1	26321858	26354130	-	32273
627	ZNF683	chr1	26361631	26370778	-	9148
628	LIN28A	chr1	26410816	26429728	+	18913
629	DHDDS	chr1	26432281	26471306	+	39026
630	DHDDS-AS1	chr1	26462755	26467537	-	4783
631	HMGN2	chr1	26472439	26476642	+	4204
632	RPS6KA1	chr1	26529760	26575025	+	45266
633	MIR1976	chr1	26554541	26554593	+	53
634	LOC105376888	chr1	26682502	26691284	+	8783
635	LOC101928728	chr1	26691909	26694131	-	2223
636	ARID1A	chr1	26696014	26782104	+	86091
637	PIGV	chr1	26787962	26798403	+	10442
638	ZDHHC18	chr1	26826687	26857604	+	30918
639	SFN	chr1	26863148	26864456	+	1309
640	GPN2	chr1	26876131	26890283	-	14153
641	GPATCH3	chr1	26890487	26900467	-	9981
642	NUDC	chr1	26900568	26946397	+	45830
643	NR0B2	chr1	26911488	26913975	-	2488
644	KDF1	chr1	26949555	26953947	-	4393
645	TRNP1	chr1	26993662	27000891	+	7230
646	TENT5B	chr1	27005019	27012850	-	7832
647	LOC101928391	chr1	27031757	27063997	+	32241
648	SLC9A1	chr1	27098808	27155125	-	56318
649	LOC102723760	chr1	27157560	27160453	+	2894
650	LOC105376890	chr1	27229400	27234494	-	5095
651	WDTC1	chr1	27234631	27308636	+	74006
652	TMEM222	chr1	27322182	27332062	+	9881
653	ACTG1P20	chr1	27323873	27326525	+	2653
654	SYTL1	chr1	27342021	27353932	+	11912
655	MAP3K6	chr1	27355178	27364802	-	9625
656	FCN3	chr1	27369109	27374852	-	5744
657	CD164L2	chr1	27379175	27383333	-	4159
658	GPR3	chr1	27392621	27395814	+	3194
659	WASF2	chr1	27404229	27490167	-	85939
660	LOC105376892	chr1	27519922	27530506	+	10585
661	AHDC1	chr1	27534248	27604178	-	69931
662	FGR	chr1	27612288	27619195	-	6908
663	LINC02574	chr1	27660327	27662722	-	2396
664	IFI6	chr1	27666060	27672229	-	6170
665	FAM76A	chr1	27725960	27763116	+	37157
666	STX12	chr1	27773218	27824443	+	51226
667	PPP1R8	chr1	27830781	27851676	+	20896
668	SCARNA1	chr1	27834400	27834566	+	167
669	THEMIS2	chr1	27872530	27886679	+	14150
670	RPA2	chr1	27891523	27914797	-	23275
671	SMPDL3B	chr1	27934954	27959152	+	24199
672	XKR8	chr1	27959934	27968093	+	8160
673	EYA3	chr1	27993399	28088613	-	95215
674	PTAFR	chr1	28147165	28193936	-	46772
675	DNAJC8	chr1	28200277	28233029	-	32753
676	ATP5IF1	chr1	28236090	28238105	+	2016
677	SESN2	chr1	28259451	28282491	+	23041
678	MED18	chr1	28329039	28335965	+	6927
679	PHACTR4	chr1	28438149	28500364	+	62216
680	SNHG3	chr1	28505942	28510892	+	4951
681	RCC1	chr1	28506042	28539300	+	33259
682	SNORA73A	chr1	28507364	28507571	+	208
683	SNORA73B	chr1	28508557	28508762	+	206
684	TRNAU1AP	chr1	28553016	28578545	+	25530
685	SNHG12	chr1	28578537	28582983	-	4447
686	SNORD99	chr1	28578742	28578822	-	81
687	SNORA61	chr1	28579763	28579893	-	131
688	SNORA44	chr1	28580380	28580512	-	133
689	SNORA16A	chr1	28580919	28581053	-	135
690	RAB42	chr1	28592264	28595449	+	3186
691	TAF12	chr1	28603095	28648707	-	45613
692	LINC01715	chr1	28643255	28648801	+	5547
693	RNU11	chr1	28648599	28648734	+	136
694	GMEB1	chr1	28668783	28719353	+	50571
695	YTHDF2	chr1	28736620	28769775	+	33156
696	OPRD1	chr1	28812169	28871267	+	59099
697	EPB41	chr1	28887090	29120046	+	232957
698	TMEM200B	chr1	29119428	29129138	-	9711
699	SRSF4	chr1	29147742	29181900	-	34159
700	MECR	chr1	29192656	29230934	-	38279
701	PTPRU	chr1	29236521	29326800	+	90280
702	LINC01756	chr1	29329619	29350114	-	20496
703	LOC107984933	chr1	29442943	29519970	+	77028
704	LOC107984934	chr1	29604579	29689297	+	84719
705	LINC01648	chr1	30013951	30037612	-	23662
706	LOC105378617	chr1	30162972	30199955	-	36984
707	LOC105378618	chr1	30253429	30261139	+	7711
708	MATN1	chr1	30711276	30723585	-	12310
709	MATN1-AS1	chr1	30718771	30726746	+	7976
710	LAPTM5	chr1	30732468	30757840	-	25373
711	MIR4420	chr1	30739155	30739232	-	78
712	LOC105378620	chr1	30743789	30752878	-	9090
713	LOC105378621	chr1	30775078	30782351	-	7274
714	LINC01778	chr1	30824651	30834284	+	9634
715	LOC400748	chr1	30858157	30862399	+	4243
716	SDC3	chr1	30869465	30878955	-	9491
717	PUM1	chr1	30931505	31065717	-	134213
718	SNORD103A	chr1	30935688	30935776	-	89
719	SNORD103B	chr1	30949117	30949205	-	89
720	SNORD103C	chr1	30968162	30968237	-	76
721	LOC107984935	chr1	31155066	31155829	+	764
722	NKAIN1	chr1	31179269	31239562	-	60294
723	SNRNP40	chr1	31259567	31296788	-	37222
724	ZCCHC17	chr1	31297043	31365722	+	68680
725	FABP3	chr1	31365252	31373288	-	8037
726	LOC105378623	chr1	31383314	31389830	-	6517
727	LOC107985470	chr1	31390314	31402905	+	12592
728	SERINC2	chr1	31409776	31434678	+	24903
729	LOC105378625	chr1	31448257	31449586	+	1330
730	LOC105379772	chr1	31471157	31482149	+	10993
731	LDC1P	chr1	31500084	31508566	+	8483
732	LINC01226	chr1	31518434	31524245	+	5812
733	LOC105378626	chr1	31568228	31578013	-	9786
734	TINAGL1	chr1	31578144	31587686	+	9543
735	HCRTR1	chr1	31617699	31627318	+	9620
736	PEF1	chr1	31629865	31644876	-	15012
737	PEF1-AS1	chr1	31644194	31653592	+	9399
738	LOC105378628	chr1	31650456	31651487	-	1032
739	COL16A1	chr1	31652262	31704017	-	51756
740	LOC101929444	chr1	31670069	31671067	+	999
741	ADGRB2	chr1	31727116	31764340	-	37225
742	MIR4254	chr1	31758659	31758735	-	77
743	SPOCD1	chr1	31790421	31816051	-	25631
744	PTP4A2	chr1	31906420	31938368	-	31949
745	KHDRBS1	chr1	32013867	32060850	+	46984
746	TMEM39B	chr1	32072030	32102866	+	30837
747	MIR5585	chr1	32086948	32087007	+	60
748	KPNA6	chr1	32108042	32176563	+	68522
749	TXLNA	chr1	32179668	32198285	+	18618
750	CCDC28B	chr1	32200385	32205390	+	5006
751	IQCC	chr1	32205670	32208682	+	3013
752	DCDC2B	chr1	32209093	32216196	+	7104
753	TMEM234	chr1	32214476	32222371	-	7896
754	EIF3I	chr1	32221943	32231604	+	9662
755	MTMR9LP	chr1	32231659	32241710	-	10052
756	FAM167B	chr1	32247221	32248856	+	1636
757	LCK	chr1	32251264	32286165	+	34902
758	HDAC1	chr1	32292082	32333626	+	41545
759	MARCKSL1	chr1	32333838	32336233	-	2396
760	LOC105378629	chr1	32343135	32352439	-	9305
761	FAM229A	chr1	32361269	32362243	-	975
762	TSSK3	chr1	32362538	32364312	+	1775
763	BSDC1	chr1	32364632	32394441	-	29810
764	ZBTB8B	chr1	32465071	32496686	+	31616
765	ZBTB8A	chr1	32539426	32605941	+	66516
766	LOC102723870	chr1	32609299	32612490	-	3192
767	ZBTB8OS	chr1	32620817	32651008	-	30192
768	RBBP4	chr1	32651207	32686211	+	35005
769	SYNC	chr1	32680357	32703596	-	23240
770	KIAA1522	chr1	32765626	32774970	+	9345
771	YARS1	chr1	32775238	32818032	-	42795
772	S100PBP	chr1	32816766	32858877	+	42112
773	FNDC5	chr1	32862267	32870912	-	8646
774	LOC105378631	chr1	32875357	32882725	+	7369
775	HPCA	chr1	32885964	32894646	+	8683
776	TMEM54	chr1	32894594	32901389	-	6796
777	LOC105378632	chr1	32901635	32903200	-	1566
778	RNF19B	chr1	32932497	32965266	-	32770
779	AK2	chr1	33007939	33036883	-	28945
780	LOC105378635	chr1	33077883	33081102	-	3220
781	AZIN2	chr1	33081155	33162288	+	81134
782	LOC112268224	chr1	33132524	33138454	-	5931
783	TRIM62	chr1	33145398	33182547	-	37150
784	ZNF362	chr1	33256306	33300719	+	44414
785	A3GALT2	chr1	33306765	33321098	-	14334
786	PHC2	chr1	33323622	33375593	-	51972
787	MIR3605	chr1	33332392	33332492	-	101
788	LOC101929464	chr1	33350351	33363245	+	12895
789	ZSCAN20	chr1	33472590	33504253	+	31664
790	CSMD2	chr1	33513998	34165842	-	651845
791	LOC105378638	chr1	33605478	33610152	+	4675
792	HMGB4	chr1	33864078	33864791	+	714
793	CSMD2-AS1	chr1	33868955	33885458	+	16504
794	C1orf94	chr1	34166992	34219131	+	52140
795	LOC105378639	chr1	34279847	34295948	+	16102
796	LOC105378640	chr1	34364848	34366065	+	1218
797	LOC105378641	chr1	34457858	34685733	-	227876
798	MIR552	chr1	34669598	34669694	-	97
799	LOC105378642	chr1	34710033	34799393	-	89361
800	GJB5	chr1	34754776	34758513	+	3738
801	GJB4	chr1	34759739	34762327	+	2589
802	GJB3	chr1	34781213	34786364	+	5152
803	GJA4	chr1	34792957	34795747	+	2791
804	SMIM12	chr1	34850361	34859749	-	9389
805	DLGAP3	chr1	34862119	34927629	-	65511
806	LOC653160	chr1	34975698	34978706	-	3009
807	TMEM35B	chr1	34981525	34985347	-	3823
808	ZMYM6	chr1	34986164	35031945	-	45782
809	ZMYM1	chr1	35059785	35115859	+	56075
810	LOC105378644	chr1	35141454	35146825	-	5372
811	SFPQ	chr1	35176379	35193174	-	16796
812	ZMYM4-AS1	chr1	35358821	35366077	-	7257
813	ZMYM4	chr1	35358927	35421457	+	62531
814	KIAA0319L	chr1	35433489	35454636	-	21148
815	NCDN	chr1	35557791	35566779	+	8989
816	TFAP2E	chr1	35568738	35595591	+	26854
817	LOC105378645	chr1	35569806	35578858	-	9053
818	PSMB2	chr1	35599540	35641526	-	41987
819	LOC105378646	chr1	35665307	35685483	+	20177
820	C1orf216	chr1	35713876	35718884	-	5009
821	CLSPN	chr1	35720212	35769978	-	49767
822	AGO4	chr1	35807635	35857890	+	50256
823	AGO1	chr1	35869807	35924299	+	54493
824	AGO3	chr1	35973459	36056470	+	83012
825	LOC105378647	chr1	36013297	36023329	-	10033
826	TEKT2	chr1	36084093	36088275	+	4183
827	ADPRHL2	chr1	36088884	36093932	+	5049
828	COL8A2	chr1	36095238	36126207	-	30970
829	TRAPPC3	chr1	36136568	36156053	-	19486
830	MAP7D1	chr1	36156149	36180849	+	24701
831	THRAP3	chr1	36224428	36305357	+	80930
832	SH3D21	chr1	36306347	36329221	+	22875
833	EVA1B	chr1	36322029	36324154	-	2126
834	STK40	chr1	36339627	36385924	-	46298
835	LSM10	chr1	36393435	36397908	-	4474
836	OSCP1	chr1	36417905	36450485	-	32581
837	SNORA63C	chr1	36418447	36418578	-	132
838	LOC107984940	chr1	36435864	36449567	+	13704
839	MRPS15	chr1	36455717	36464384	-	8668
840	CSF3R	chr1	36466042	36473850	-	7809
841	LOC107984941	chr1	36676714	36702321	-	25608
842	LOC105378648	chr1	36686707	36694967	-	8261
843	GRIK3	chr1	36795526	37034515	-	238990
844	MIR4255	chr1	37161562	37161634	+	73
845	LOC107984942	chr1	37350615	37373807	-	23193
846	LINC01137	chr1	37454878	37474443	-	19566
847	ZC3H12A	chr1	37474517	37484377	+	9861
848	MIR6732	chr1	37480229	37480289	+	61
849	MEAF6	chr1	37489959	37514766	-	24808
850	MIR5581	chr1	37500934	37500994	-	61
851	LOC105378649	chr1	37531436	37538961	+	7526
852	SNIP1	chr1	37534448	37554293	-	19846
853	DNALI1	chr1	37556939	37566857	+	9919
854	GNL2	chr1	37566811	37595985	-	29175
855	RSPO1	chr1	37611349	37634906	-	23558
856	C1orf109	chr1	37681569	37690529	-	8961
857	CDCA8	chr1	37692515	37709719	+	17205
858	EPHA10	chr1	37715975	37765120	-	49146
859	LOC105378650	chr1	37765728	37767316	-	1589
860	MANEAL	chr1	37794101	37801606	+	7506
861	YRDC	chr1	37802944	37808208	-	5265
862	C1orf122	chr1	37807789	37809454	+	1666
863	MTF1	chr1	37809569	37859592	-	50024
864	INPP5B	chr1	37860696	37947057	-	86362
865	LOC105378651	chr1	37931968	37945749	+	13782
866	SF3A3	chr1	37956974	37990022	-	33049
867	FHL3	chr1	37996766	38005691	-	8926
868	UTP11	chr1	38012733	38024820	+	12088
869	POU3F1	chr1	38043828	38046793	-	2966
870	LOC107985103	chr1	38046741	38056849	+	10109
871	MIR3659HG	chr1	38082386	38119530	+	37145
872	MIR3659	chr1	38089230	38089329	+	100
873	LINC02786	chr1	38129475	38141542	-	12068
874	LOC105378654	chr1	38141670	38213550	+	71881
875	LINC01343	chr1	38209033	38214767	-	5735
876	LOC105378657	chr1	38300265	38503478	-	203214
877	LOC107984943	chr1	38427582	38442933	-	15352
878	LINC01685	chr1	38475195	38476484	+	1290
879	LOC105378658	chr1	38518249	38532800	+	14552
880	LOC105378660	chr1	38692875	38728641	-	35767
881	RRAGC	chr1	38838197	38859772	-	21576
882	MYCBP	chr1	38862489	38873378	-	10890
883	GJA9-MYCBP	chr1	38862489	38881626	-	19138
884	LOC105378663	chr1	38873400	38876226	+	2827
885	GJA9	chr1	38874068	38881587	-	7520
886	RHBDL2	chr1	38885806	38941830	-	56025
887	LOC105378662	chr1	38913539	38919506	+	5968
888	AKIRIN1	chr1	38991243	39006065	+	14823
889	NDUFS5	chr1	39026294	39034636	+	8343
890	MACF1	chr1	39084166	39487138	+	402973
891	KIAA0754	chr1	39409072	39416482	+	7411
892	LOC105378950	chr1	39488956	39491993	-	3038
893	BMP8A	chr1	39491635	39529869	+	38235
894	OXCT2P1	chr1	39514865	39516669	+	1805
895	PPIEL	chr1	39522279	39559698	-	37420
896	PABPC4	chr1	39560815	39576790	-	15976
897	PABPC4-AS1	chr1	39565069	39573203	+	8135
898	SNORA55	chr1	39567373	39567510	-	138
899	HEYL	chr1	39623438	39632970	-	9533
900	NT5C1A	chr1	39659120	39672038	-	12919
901	HPCAL4	chr1	39678647	39691485	-	12839
902	PPIE	chr1	39738844	39765698	+	26855
903	BMP8B	chr1	39757181	39788865	-	31685
904	OXCT2	chr1	39769522	39771348	-	1827
905	BMP8B-AS1	chr1	39779968	39781424	+	1457
906	LOC101929536	chr1	39788975	39790171	+	1197
907	LOC105378951	chr1	39799306	39808042	+	8737
908	LINC02811	chr1	39803549	39813369	-	9821
909	LOC105378665	chr1	39808158	39809180	+	1023
910	LOC105378667	chr1	39824055	39838083	+	14029
911	TRIT1	chr1	39838109	39883504	-	45396
912	MYCL	chr1	39895427	39901917	-	6491
913	MYCL-AS1	chr1	39897740	39899098	+	1359
914	MFSD2A	chr1	39955111	39969968	+	14858
915	LOC105378669	chr1	40036222	40040073	-	3852
916	CAP1	chr1	40040064	40072649	+	32586
917	PPT1	chr1	40071460	40097252	-	25793
918	LOC105378671	chr1	40147700	40161375	-	13676
919	RLF	chr1	40161386	40240921	+	79536
920	TMCO2	chr1	40247936	40251684	+	3749
921	ZMPSTE24	chr1	40258235	40294180	+	35946
922	COL9A2	chr1	40300522	40317653	-	17132
923	LOC107984945	chr1	40344671	40364336	+	19666
924	SMAP2	chr1	40373671	40423326	+	49656
925	ZFP69B	chr1	40450067	40466765	+	16699
926	ZFP69	chr1	40477219	40496343	+	19125
927	LOC105378672	chr1	40487266	40508692	-	21427
928	EXO5	chr1	40508718	40516050	+	7333
929	ZNF684	chr1	40531636	40548167	+	16532
930	LOC105378673	chr1	40563188	40568566	+	5379
931	RIMS3	chr1	40620679	40692104	-	71426
932	LOC105378675	chr1	40658007	40666746	+	8740
933	LOC105378674	chr1	40668529	40674580	-	6052
934	NFYC-AS1	chr1	40689079	40692261	-	3183
935	NFYC	chr1	40691698	40771603	+	79906
936	MIR30E	chr1	40754354	40754446	+	93
937	MIR30C1	chr1	40757283	40757372	+	90
938	KCNQ4	chr1	40783786	40840452	+	56667
939	LOC105378676	chr1	40847980	40857494	-	9515
940	CITED4	chr1	40861053	40862363	-	1311
941	CTPS1	chr1	40979695	41012565	+	32871
942	SLFNL1-AS1	chr1	41014589	41043890	+	29302
943	SLFNL1	chr1	41015596	41024704	-	9109
944	SCMH1	chr1	41027201	41242306	-	215106
945	FOXO6	chr1	41361433	41383590	+	22158
946	FOXO6-AS1	chr1	41375003	41375669	-	667
947	LOC105378678	chr1	41428211	41464911	+	36701
948	EDN2	chr1	41478774	41484698	-	5925
949	HIVEP3	chr1	41847188	41918922	-	71735
950	GUCA2B	chr1	42153409	42155820	+	2412
951	GUCA2A	chr1	42162689	42164745	-	2057
952	FOXJ3	chr1	42176538	42266099	-	89562
953	RIMKLA	chr1	42380802	42425813	+	45012
954	ZMYND12	chr1	42430328	42456267	-	25940
955	CCDC30	chr1	42456106	42657190	+	201085
956	PPCS	chr1	42456340	42461230	+	4891
957	PPIH	chr1	42658422	42681654	+	23233
958	YBX1	chr1	42682417	42703805	+	21389
959	CLDN19	chr1	42733092	42740254	-	7163
960	P3H1	chr1	42746334	42767084	-	20751
961	C1orf50	chr1	42767248	42779491	+	12244
962	TMEM269-DT	chr1	42776665	42784895	-	8231
963	TMEM269	chr1	42785031	42800818	+	15788
964	LOC107984946	chr1	42788326	42793666	-	5341
965	SVBP	chr1	42807051	42817397	-	10347
966	ERMAP	chr1	42817121	42844991	+	27871
967	ZNF691	chr1	42846562	42852477	+	5916
968	LOC339539	chr1	42857621	42888792	+	31172
969	SLC2A1	chr1	42925374	42958868	-	33495
970	SLC2A1-AS1	chr1	42959048	42983358	+	24311
971	FAM183A	chr1	43147052	43156396	+	9345
972	EBNA1BP2	chr1	43164173	43172570	-	8398
973	MIR6733	chr1	43171651	43171712	-	62
974	CFAP57	chr1	43172329	43254358	+	82030
975	LOC105378685	chr1	43172811	43250916	-	78106
976	TMEM125	chr1	43269864	43274002	+	4139
977	C1orf210	chr1	43281876	43285581	-	3706
978	TIE1	chr1	43300953	43323108	+	22156
979	MPL	chr1	43337817	43354466	+	16650
980	LOC105378687	chr1	43357860	43358615	-	756
981	CDC20	chr1	43358980	43363203	+	4224
982	ELOVL1	chr1	43363396	43368074	-	4679
983	MIR6734	chr1	43364647	43364715	-	69
984	LOC112268225	chr1	43375546	43380989	+	5444
985	MED8	chr1	43383916	43389800	-	5885
986	MED8-AS1	chr1	43385048	43385726	+	679
987	SZT2	chr1	43389898	43454247	+	64350
988	SZT2-AS1	chr1	43447775	43448644	-	870
989	MIR6735	chr1	43448538	43448611	+	74
990	HYI	chr1	43450606	43454241	-	3636
991	PTPRF	chr1	43525113	43622908	+	97796
992	KDM4A	chr1	43650148	43705518	+	55371
993	KDM4A-AS1	chr1	43699723	43707341	-	7619
994	LOC101929592	chr1	43709391	43727343	-	17953
995	MIR6079	chr1	43838621	43838683	+	63
996	ST3GAL3	chr1	43879545	43931164	+	51620
997	ARTN	chr1	43933319	43937240	+	3922
998	LOC105378688	chr1	43937891	43940543	-	2653
999	LOC101929609	chr1	43944369	43947538	-	3170
1000	IPO13	chr1	43946851	43968022	+	21172
1001	DPH2	chr1	43969996	43973369	+	3374
1002	ATP6V0B	chr1	43974959	43978295	+	3337
1003	B4GALT2	chr1	43979201	43991171	+	11971
1004	CCDC24	chr1	43991595	43996528	+	4934
1005	SLC6A9	chr1	43996482	44031462	-	34981
1006	LOC107984948	chr1	44030436	44040680	+	10245
1007	KLF17	chr1	44043926	44134325	+	90400
1008	KLF18	chr1	44137820	44141631	-	3812
1009	DMAP1	chr1	44213470	44220673	+	7204
1010	ERI3	chr1	44221069	44355279	-	134211
1011	ERI3-IT1	chr1	44243375	44244283	-	909
1012	SNORA110	chr1	44252343	44252559	-	217
1013	LOC107984951	chr1	44417479	44419465	+	1987
1014	MIR5584	chr1	44545492	44545552	+	61
1015	RNF220	chr1	44622198	44651723	+	29526
1016	LOC107984950	chr1	44633283	44645482	-	12200
1017	TMEM53	chr1	44653246	44674608	-	21363
1018	SNORD145	chr1	44670956	44671056	-	101
1019	ARMH1	chr1	44674700	44725591	+	50892
1020	LOC105378690	chr1	44700649	44724119	-	23471
1021	RNU5F-1	chr1	44721785	44721901	-	117
1022	RNU5D-1	chr1	44731068	44731168	-	101
1023	KIF2C	chr1	44739703	44767750	+	28048
1024	SNORD160	chr1	44762034	44762107	+	74
1025	RPS8	chr1	44775539	44778779	+	3241
1026	SNORD55	chr1	44775864	44775938	+	75
1027	SNORD46	chr1	44776491	44776589	+	99
1028	SNORD38A	chr1	44777841	44777912	+	72
1029	SNORD38B	chr1	44778389	44778458	+	70
1030	BEST4	chr1	44783584	44792828	-	9245
1031	PLK3	chr1	44799951	44805995	+	6045
1032	TCTEX1D4	chr1	44805912	44809752	-	3841
1033	BTBD19	chr1	44807441	44814199	+	6759
1034	LOC107984952	chr1	44819121	44821994	+	2874
1035	PTCH2	chr1	44819843	44842944	-	23102
1036	EIF2B3	chr1	44850521	44986722	-	136202
1037	HECTD3	chr1	45002547	45011324	-	8778
1038	UROD	chr1	45012253	45015575	+	3323
1039	ZSWIM5	chr1	45016398	45088146	-	71749
1040	LOC105378691	chr1	45296559	45305612	-	9054
1041	LINC01144	chr1	45303909	45305619	+	1711
1042	HPDL	chr1	45326894	45328679	+	1786
1043	MUTYH	chr1	45329241	45338794	-	9554
1044	TOE1	chr1	45339750	45343973	+	4224
1045	TESK2	chr1	45343882	45491163	-	147282
1046	CCDC163	chr1	45493869	45500111	-	6243
1047	MMACHC	chr1	45500299	45513382	+	13084
1048	PRDX1	chr1	45511034	45522890	-	11857
1049	AKR1A1	chr1	45550778	45570049	+	19272
1050	NASP	chr1	45583987	45618906	+	34920
1051	CCDC17	chr1	45620043	45624787	-	4745
1052	GPBP1L1	chr1	45627311	45688110	-	60800
1053	RPS15AP10	chr1	45645771	45646685	-	915
1054	TMEM69	chr1	45688180	45694436	+	6257
1055	IPP	chr1	45694323	45750813	-	56491
1056	LOC105378693	chr1	45750895	45760837	+	9943
1057	LOC105378694	chr1	45867049	45907500	-	40452
1058	MAST2	chr1	45953965	46036124	+	82160
1059	PIK3R3	chr1	46040139	46133036	-	92898
1060	LOC110117498-PIK3R3	chr1	46040139	46176488	-	136350
1061	LOC101929626	chr1	46133370	46139081	+	5712
1062	TSPAN1	chr1	46175090	46196489	+	21400
1063	P3R3URF	chr1	46175485	46176488	-	1004
1064	POMGNT1	chr1	46188680	46198449	-	9770
1065	LURAP1	chr1	46203333	46221256	+	17924
1066	RAD54L	chr1	46247687	46278473	+	30787
1067	LRRC41	chr1	46278399	46303366	-	24968
1068	UQCRH	chr1	46303697	46316776	+	13080
